SEASON;TEAM_NAME;GP;W;L;W_PCT;MIN;FGM;FGA;FG_PCT;FG3M;FG3A;FG3_PCT;FTM;FTA;FT_PCT;OREB;DREB;REB;AST;TOV;STL;BLK;BLKA;PF;PFD;PTS;PLUS_MINUS;OFF_RATING;DEF_RATING;NET_RATING;AST_PCT;AST_TO;AST_RATIO;OREB_PCT;DREB_PCT;REB_PCT;TM_TOV_PCT;EFG_PCT;TS_PCT;PACE;POSS;PIE
2017-18;Los Angeles Lakers;82;35;47;0.427;3981.0;40.7;88.4;0.461;10.0;29.1;0.345;16.6;23.3;0.714;10.7;35.7;46.4;23.8;15.8;7.7;4.7;5.5;21.2;20.5;108.1;-1.5;106.0;107.3;-1.3;0.584;1.51;17.0;0.279;0.729;0.505;0.155;0.517;0.548;100.9;8361;0.491
2017-18;Memphis Grizzlies;82;22;60;0.268;3941.0;36.7;82.8;0.444;9.2;26.2;0.352;16.6;21.1;0.786;9.5;31.0;40.5;21.5;15.0;7.5;4.8;5.1;23.2;20.4;99.3;-6.2;103.6;110.4;-6.8;0.586;1.44;16.6;0.276;0.721;0.493;0.156;0.5;0.539;95.65;7865;0.46
2017-18;Miami Heat;82;44;38;0.537;3986.0;38.8;85.3;0.455;11.0;30.6;0.36;14.7;19.5;0.755;9.3;34.2;43.5;22.7;14.4;7.6;5.3;4.6;20.1;19.4;103.4;0.5;106.2;105.8;0.4;0.585;1.58;17.1;0.261;0.741;0.501;0.148;0.52;0.551;96.1;7985;0.505
2017-18;Milwaukee Bucks;82;44;38;0.537;3966.0;39.7;83.0;0.478;8.8;24.7;0.355;18.3;23.4;0.783;8.4;31.5;39.8;23.2;13.8;8.8;5.4;4.5;21.4;19.9;106.5;-0.3;109.0;109.1;-0.2;0.585;1.68;17.7;0.244;0.709;0.48;0.142;0.531;0.571;97.03;8013;0.502
2017-18;Minnesota Timberwolves;82;47;35;0.573;3961.0;41.0;86.1;0.476;8.0;22.5;0.357;19.4;24.1;0.804;10.3;31.6;42.0;22.7;12.5;8.4;4.2;4.7;18.2;20.9;109.5;2.2;112.5;110.2;2.3;0.553;1.82;17.0;0.289;0.72;0.503;0.128;0.523;0.566;96.75;7985;0.518
2017-18;New Orleans Pelicans;82;48;34;0.585;3991.0;42.7;88.3;0.483;10.2;28.2;0.362;16.1;20.9;0.772;8.7;35.6;44.3;26.8;14.9;8.0;5.9;4.2;19.1;20.4;111.7;1.3;108.5;107.4;1.1;0.627;1.79;19.0;0.24;0.726;0.494;0.145;0.541;0.573;101.48;8443;0.525
2017-18;New York Knicks;82;29;53;0.354;3966.0;40.7;87.7;0.464;8.2;23.3;0.352;14.9;19.0;0.787;10.5;33.6;44.0;23.3;14.7;6.7;5.1;4.7;20.5;18.4;104.5;-3.6;106.3;109.7;-3.4;0.573;1.58;17.2;0.289;0.727;0.509;0.15;0.51;0.544;97.64;8059;0.481
2017-18;Oklahoma City Thunder;82;48;34;0.585;3966.0;39.9;88.1;0.453;10.7;30.4;0.354;17.3;24.2;0.716;12.5;32.6;45.1;21.3;14.0;9.1;5.0;4.6;20.2;21.3;107.9;3.4;110.1;106.4;3.7;0.535;1.53;15.8;0.32;0.725;0.515;0.143;0.514;0.546;97.34;8036;0.508
2017-18;Orlando Magic;82;25;57;0.305;3946.0;38.8;85.9;0.452;10.3;29.3;0.351;15.5;20.5;0.757;8.8;32.8;41.6;23.4;14.5;7.6;4.9;4.9;19.3;19.0;103.4;-4.8;104.7;109.4;-4.7;0.604;1.61;17.5;0.248;0.714;0.48;0.147;0.512;0.545;98.58;8096;0.472
2017-18;Philadelphia 76ers;82;52;30;0.634;3956.0;40.8;86.6;0.472;11.0;29.8;0.369;17.1;22.8;0.752;10.9;36.5;47.4;27.1;16.5;8.3;5.1;5.1;22.1;20.4;109.8;4.5;108.5;103.9;4.6;0.663;1.64;19.1;0.286;0.736;0.52;0.163;0.535;0.568;100.75;8299;0.542
2017-18;Phoenix Suns;82;21;61;0.256;3941.0;38.5;87.1;0.442;9.3;27.9;0.334;17.7;23.9;0.741;10.3;33.9;44.1;21.3;15.7;6.9;4.5;6.0;22.0;20.9;103.9;-9.4;102.8;111.7;-9.0;0.553;1.35;15.6;0.271;0.724;0.493;0.155;0.495;0.532;101.14;8293;0.442
2017-18;Portland Trail Blazers;82;49;33;0.598;3951.0;39.3;87.0;0.452;10.3;28.1;0.366;16.7;20.9;0.8;10.2;35.3;45.5;19.5;13.5;7.0;5.2;5.1;19.5;19.1;105.6;2.6;108.4;105.7;2.7;0.496;1.44;15.0;0.279;0.746;0.513;0.139;0.511;0.549;97.11;7992;0.51
2017-18;Sacramento Kings;82;27;55;0.329;3951.0;38.8;86.1;0.45;9.0;24.0;0.375;12.3;16.7;0.735;9.5;31.4;40.9;21.6;13.7;7.8;4.1;4.7;20.0;17.3;98.8;-7.0;103.1;110.4;-7.3;0.556;1.57;16.6;0.264;0.731;0.489;0.143;0.502;0.529;95.5;7860;0.451
2017-18;San Antonio Spurs;82;47;35;0.573;3946.0;39.0;85.4;0.457;8.5;24.1;0.352;16.1;20.9;0.772;10.4;33.9;44.2;22.8;13.1;7.7;5.6;3.9;17.2;19.7;102.7;2.9;107.1;104.1;3.0;0.583;1.73;17.3;0.277;0.741;0.508;0.137;0.507;0.543;95.7;7867;0.525
2017-18;Toronto Raptors;82;59;23;0.72;3966.0;41.3;87.4;0.472;11.8;33.0;0.358;17.3;21.8;0.794;9.8;34.2;44.0;24.3;13.4;7.6;6.1;4.9;21.7;19.9;111.7;7.8;113.0;105.3;7.7;0.59;1.82;17.9;0.274;0.725;0.502;0.135;0.539;0.575;98.02;8104;0.538
2017-18;Utah Jazz;82;48;34;0.585;3951.0;38.3;82.9;0.462;10.8;29.6;0.366;16.8;21.5;0.779;9.0;34.2;43.3;22.4;14.7;8.6;5.1;4.6;19.6;20.5;104.1;4.3;107.4;103.0;4.4;0.586;1.53;17.1;0.256;0.756;0.509;0.152;0.527;0.564;96.58;7951;0.532
2017-18;Washington Wizards;82;43;39;0.524;3971.0;39.9;85.6;0.467;9.9;26.5;0.375;16.8;21.8;0.772;10.0;33.1;43.1;25.2;14.6;7.9;4.3;4.7;21.3;20.0;106.6;0.6;108.1;107.7;0.4;0.631;1.73;18.4;0.274;0.732;0.504;0.148;0.525;0.56;97.67;8087;0.509
2018-19;Atlanta Hawks;82;29;53;0.354;3971.0;41.4;91.8;0.451;13.0;37.0;0.352;17.6;23.4;0.752;11.6;34.5;46.1;25.8;17.0;8.2;5.1;5.5;23.6;22.2;113.3;-6.0;107.5;113.1;-5.5;0.624;1.52;17.7;0.284;0.718;0.496;0.162;0.522;0.555;104.56;8642;0.464
2018-19;Boston Celtics;82;49;33;0.598;3956.0;42.1;90.5;0.465;12.6;34.5;0.365;15.6;19.5;0.802;9.8;34.7;44.5;26.3;12.8;8.6;5.3;3.9;20.4;19.5;112.4;4.4;111.3;107.0;4.3;0.624;2.05;18.8;0.257;0.728;0.495;0.127;0.534;0.567;100.43;8282;0.53
2018-19;Brooklyn Nets;82;42;40;0.512;3996.0;40.3;89.7;0.449;12.8;36.2;0.353;19.0;25.5;0.745;11.0;35.6;46.6;23.8;15.1;6.6;4.1;5.3;21.5;22.0;112.2;-0.1;108.9;109.0;-0.1;0.592;1.58;16.9;0.282;0.72;0.501;0.146;0.52;0.556;101.52;8452;0.492
2018-19;Charlotte Hornets;82;39;43;0.476;3966.0;40.2;89.8;0.448;11.9;33.9;0.351;18.4;23.1;0.797;9.9;33.9;43.8;23.2;12.2;7.2;4.9;6.0;18.9;20.6;110.7;-1.1;110.7;112.0;-1.3;0.578;1.9;17.0;0.268;0.731;0.495;0.122;0.514;0.554;99.18;8202;0.486
2018-19;Chicago Bulls;82;22;60;0.268;3981.0;39.8;87.9;0.453;9.1;25.9;0.351;16.2;20.7;0.783;8.8;34.1;42.9;21.9;14.1;7.4;4.3;5.8;20.3;18.7;104.9;-8.4;104.5;112.8;-8.3;0.55;1.55;16.3;0.242;0.727;0.483;0.141;0.505;0.541;99.3;8232;0.453
2018-19;Cleveland Cavaliers;82;19;63;0.232;3951.0;38.9;87.6;0.444;10.3;29.1;0.355;16.4;20.7;0.792;10.7;31.9;42.7;20.7;13.5;6.5;2.4;5.6;20.0;19.4;104.5;-9.6;106.8;116.8;-10.0;0.532;1.54;15.6;0.282;0.732;0.496;0.138;0.503;0.54;97.37;8021;0.436
2018-19;Dallas Mavericks;82;33;49;0.402;3956.0;38.8;86.9;0.447;12.5;36.6;0.34;18.8;25.3;0.742;10.1;35.2;45.3;23.4;14.2;6.5;4.3;4.5;20.1;23.2;108.9;-1.3;108.7;110.1;-1.5;0.603;1.64;17.0;0.273;0.734;0.503;0.142;0.519;0.555;99.6;8216;0.492
2018-19;Denver Nuggets;82;54;28;0.659;3946.0;41.9;90.0;0.466;11.0;31.4;0.351;15.8;20.9;0.755;11.9;34.5;46.4;27.4;13.4;7.7;4.4;5.0;20.0;20.4;110.7;4.0;112.1;108.1;4.0;0.653;2.04;19.3;0.308;0.744;0.524;0.136;0.527;0.558;98.49;8096;0.524
2018-19;Detroit Pistons;82;41;41;0.5;3971.0;38.8;88.3;0.44;12.1;34.8;0.348;17.3;23.1;0.747;11.4;33.6;45.0;22.5;13.8;6.9;4.0;5.1;22.1;21.3;107.0;-0.2;108.4;108.7;-0.3;0.579;1.63;16.5;0.291;0.745;0.509;0.14;0.509;0.544;97.88;8101;0.482
2018-19;Golden State Warriors;82;57;25;0.695;3961.0;44.0;89.8;0.491;13.3;34.4;0.385;16.3;20.4;0.801;9.7;36.5;46.2;29.4;14.3;7.6;6.4;3.6;21.4;19.5;117.7;6.5;115.0;108.6;6.5;0.668;2.06;20.4;0.257;0.727;0.505;0.139;0.565;0.596;101.74;8390;0.546
2018-19;Houston Rockets;82;53;29;0.646;3966.0;39.2;87.4;0.449;16.1;45.4;0.356;19.3;24.4;0.791;10.2;31.9;42.1;21.2;13.3;8.5;4.9;4.5;22.0;20.0;113.9;4.8;114.9;110.1;4.8;0.541;1.59;15.9;0.269;0.7;0.481;0.135;0.542;0.581;98.39;8130;0.498
2018-19;Indiana Pacers;82;48;34;0.585;3941.0;41.3;87.0;0.475;9.5;25.4;0.374;15.8;21.1;0.752;9.3;33.7;43.0;26.0;13.7;8.7;4.9;5.2;19.4;20.0;108.0;3.3;109.4;106.0;3.4;0.628;1.9;18.9;0.269;0.722;0.499;0.139;0.53;0.561;98.64;8097;0.527
2018-19;LA Clippers;82;48;34;0.585;3966.0;41.3;87.5;0.471;10.0;25.8;0.388;22.6;28.5;0.792;9.7;35.8;45.5;24.0;14.5;6.8;4.7;6.1;23.3;24.0;115.1;0.9;111.4;110.4;1.0;0.582;1.65;17.1;0.263;0.722;0.5;0.141;0.529;0.575;102.66;8475;0.505
2018-19;Los Angeles Lakers;82;37;45;0.451;3956.0;42.6;90.5;0.47;10.3;31.0;0.333;16.3;23.3;0.699;10.2;36.4;46.6;25.6;15.7;7.5;5.4;5.1;20.7;20.8;111.8;-1.7;107.4;108.9;-1.6;0.6;1.63;17.8;0.27;0.725;0.502;0.15;0.527;0.554;103.6;8534;0.495
2018-19;Memphis Grizzlies;82;33;49;0.402;3976.0;38.0;84.4;0.45;9.9;28.9;0.342;17.7;23.0;0.772;8.8;33.0;41.8;23.9;14.0;8.3;5.5;4.9;22.0;21.4;103.5;-2.6;105.6;108.0;-2.4;0.631;1.71;17.9;0.247;0.724;0.484;0.143;0.508;0.548;97.15;8038;0.49
2018-19;Miami Heat;82;39;43;0.476;3946.0;39.6;88.0;0.45;11.3;32.4;0.349;15.1;21.7;0.695;11.2;35.1;46.3;24.3;14.7;7.6;5.5;4.7;20.9;20.1;105.7;-0.2;106.7;107.1;-0.4;0.612;1.65;17.6;0.291;0.731;0.509;0.149;0.515;0.542;98.73;8122;0.501
2018-19;Milwaukee Bucks;82;60;22;0.732;3956.0;43.4;91.1;0.476;13.5;38.2;0.353;17.9;23.2;0.773;9.3;40.4;49.7;26.0;13.9;7.5;5.9;4.8;19.6;20.2;118.1;8.9;113.5;104.9;8.6;0.601;1.88;18.3;0.25;0.757;0.516;0.133;0.55;0.583;103.57;8533;0.553
2018-19;Minnesota Timberwolves;82;36;46;0.439;3966.0;41.6;91.3;0.456;10.1;28.7;0.351;19.1;24.3;0.787;11.3;33.5;44.8;24.6;13.1;8.3;5.0;5.5;20.3;21.9;112.5;-1.5;110.6;112.2;-1.6;0.591;1.88;17.4;0.292;0.709;0.497;0.129;0.511;0.552;100.88;8341;0.498
2018-19;New Orleans Pelicans;82;33;49;0.402;3951.0;43.7;92.2;0.473;10.3;29.9;0.344;17.8;23.4;0.761;11.1;36.2;47.3;27.0;14.8;7.4;5.4;5.4;21.1;21.0;115.4;-1.3;110.7;112.0;-1.3;0.619;1.82;18.6;0.285;0.729;0.509;0.142;0.529;0.563;103.89;8553;0.498
2018-19;New York Knicks;82;17;65;0.207;3956.0;38.2;88.3;0.433;10.0;29.5;0.34;18.1;23.9;0.759;10.5;34.3;44.7;20.1;14.0;6.8;5.1;5.6;20.9;20.8;104.6;-9.2;104.0;112.9;-8.9;0.525;1.43;14.9;0.264;0.717;0.486;0.14;0.49;0.529;100.16;8244;0.442
2018-19;Oklahoma City Thunder;82;49;33;0.598;3971.0;42.6;94.0;0.454;11.4;32.6;0.348;17.8;25.0;0.713;12.6;35.5;48.1;23.4;14.0;9.3;5.2;5.1;22.4;22.5;114.5;3.4;109.8;106.5;3.4;0.548;1.67;16.3;0.298;0.738;0.509;0.134;0.514;0.545;103.38;8549;0.506
2018-19;Orlando Magic;82;42;40;0.512;3956.0;40.4;89.1;0.454;11.4;32.1;0.356;15.0;19.2;0.782;10.0;35.4;45.4;25.5;13.2;6.6;5.4;4.4;18.6;18.7;107.3;0.7;108.2;107.6;0.6;0.632;1.94;18.6;0.259;0.754;0.504;0.133;0.518;0.55;98.65;8133;0.508
2018-19;Philadelphia 76ers;82;51;31;0.622;3961.0;41.5;88.2;0.471;10.8;30.2;0.359;21.2;27.5;0.771;10.9;36.9;47.8;26.9;14.9;7.4;5.3;4.1;21.3;22.1;115.2;2.7;111.6;109.0;2.6;0.648;1.8;18.7;0.278;0.741;0.517;0.144;0.532;0.574;102.59;8467;0.529
2018-19;Phoenix Suns;82;19;63;0.232;3976.0;40.1;87.4;0.459;9.6;29.3;0.329;17.6;22.7;0.779;9.1;31.3;40.4;23.9;15.6;9.0;5.1;5.0;23.6;20.7;107.5;-9.3;105.3;114.2;-8.9;0.595;1.53;17.3;0.247;0.683;0.464;0.153;0.514;0.552;101.15;8371;0.45
2018-19;Portland Trail Blazers;82;53;29;0.646;3971.0;42.3;90.6;0.467;11.0;30.7;0.359;19.0;23.3;0.814;11.8;36.2;48.0;23.0;13.8;6.7;5.0;5.1;20.4;20.7;114.7;4.2;113.7;109.5;4.2;0.544;1.66;16.6;0.308;0.739;0.526;0.137;0.528;0.568;99.96;8269;0.521
2018-19;Sacramento Kings;82;39;43;0.476;3946.0;43.2;93.1;0.464;11.3;29.9;0.378;16.5;22.7;0.726;11.0;34.4;45.4;25.4;13.4;8.3;4.4;5.1;21.4;21.4;114.2;-1.1;109.6;110.8;-1.2;0.588;1.9;17.7;0.268;0.713;0.487;0.128;0.524;0.554;103.88;8545;0.495
2018-19;San Antonio Spurs;82;48;34;0.585;3961.0;42.3;88.4;0.478;9.9;25.3;0.392;17.2;21.0;0.819;9.2;35.5;44.7;24.5;12.1;6.1;4.7;4.0;18.1;19.6;111.7;1.7;112.2;110.6;1.6;0.58;2.03;18.1;0.246;0.744;0.501;0.122;0.534;0.572;98.88;8162;0.516
2018-19;Toronto Raptors;82;58;24;0.707;3976.0;42.2;89.1;0.474;12.4;33.8;0.366;17.7;22.0;0.804;9.6;35.6;45.2;25.4;14.0;8.3;5.3;4.5;21.0;20.5;114.4;6.1;112.6;106.8;5.8;0.603;1.81;18.2;0.265;0.726;0.502;0.138;0.543;0.579;100.51;8334;0.533
2018-19;Utah Jazz;82;50;32;0.61;3951.0;40.4;86.4;0.468;12.1;34.0;0.356;18.8;25.5;0.736;10.0;36.4;46.4;26.0;15.1;8.1;5.9;4.6;21.1;22.4;111.7;5.3;110.3;105.3;5.0;0.644;1.72;18.5;0.275;0.759;0.522;0.149;0.538;0.572;100.84;8308;0.539
2018-19;Washington Wizards;82;32;50;0.39;3986.0;42.1;90.1;0.468;11.3;33.3;0.341;18.4;23.9;0.768;9.7;32.7;42.4;26.3;14.1;8.3;4.6;4.6;20.7;21.2;114.0;-2.9;110.2;112.9;-2.7;0.623;1.87;18.4;0.252;0.706;0.477;0.136;0.531;0.567;102.23;8486;0.487
2019-20;Atlanta Hawks;67;20;47;0.299;3256.0;40.6;90.6;0.449;12.0;36.1;0.333;18.5;23.4;0.79;9.9;33.4;43.3;24.0;16.2;7.8;5.1;6.4;23.1;21.0;111.8;-8.0;107.0;114.4;-7.4;0.589;1.48;16.9;0.267;0.708;0.484;0.155;0.515;0.554;103.28;6999;0.454
2019-20;Boston Celtics;72;48;24;0.667;3486.0;41.3;89.6;0.461;12.6;34.5;0.364;18.6;23.2;0.801;10.7;35.4;46.1;23.0;13.8;8.3;5.6;5.5;21.6;20.7;113.7;6.3;112.8;106.5;6.3;0.557;1.66;16.7;0.283;0.731;0.509;0.137;0.531;0.57;99.92;7255;0.531
2019-20;Brooklyn Nets;72;35;37;0.486;3496.0;40.4;90.3;0.448;13.1;38.1;0.343;17.9;24.1;0.745;10.6;37.3;47.9;24.5;15.3;6.4;4.5;5.3;21.0;21.1;111.8;-0.6;108.7;109.2;-0.5;0.606;1.6;17.3;0.28;0.736;0.511;0.148;0.52;0.554;101.7;7404;0.5
2019-20;Charlotte Hornets;65;23;42;0.354;3150.0;37.3;85.9;0.434;12.1;34.3;0.352;16.2;21.6;0.748;11.0;31.8;42.8;23.8;14.6;6.6;4.1;5.0;18.8;20.6;102.9;-6.8;105.9;112.8;-7.0;0.639;1.63;17.7;0.28;0.706;0.486;0.15;0.504;0.539;96.24;6317;0.455
2019-20;Chicago Bulls;65;22;43;0.338;3135.0;39.6;88.6;0.447;12.2;35.1;0.348;15.5;20.5;0.755;10.5;31.4;41.9;23.2;15.5;10.0;4.1;5.9;21.8;19.2;106.8;-3.1;105.8;108.9;-3.1;0.587;1.5;16.9;0.267;0.719;0.481;0.153;0.515;0.547;100.46;6563;0.466
2019-20;Cleveland Cavaliers;65;19;46;0.292;3145.0;40.3;87.9;0.458;11.2;31.8;0.351;15.1;19.9;0.758;10.8;33.4;44.2;23.1;16.5;6.9;3.2;6.3;18.3;19.6;106.9;-7.9;106.9;114.8;-7.9;0.573;1.4;16.8;0.296;0.738;0.512;0.165;0.522;0.553;99.17;6497;0.453
2019-20;Dallas Mavericks;75;43;32;0.573;3635.0;41.7;90.3;0.461;15.1;41.3;0.367;18.6;23.8;0.779;10.5;36.4;46.9;24.7;12.7;6.1;4.8;4.1;19.5;21.3;117.0;4.9;115.9;111.2;4.8;0.592;1.94;17.7;0.275;0.74;0.509;0.126;0.545;0.581;99.89;7569;0.521
2019-20;Denver Nuggets;73;46;27;0.63;3549.0;42.0;88.9;0.473;11.0;30.6;0.359;16.2;20.9;0.777;10.8;33.4;44.1;26.7;13.8;8.0;4.6;4.4;20.3;20.5;111.3;2.1;112.6;110.4;2.2;0.636;1.94;19.1;0.294;0.725;0.509;0.139;0.535;0.567;97.64;7217;0.517
2019-20;Detroit Pistons;66;20;46;0.303;3193.0;39.3;85.7;0.459;12.0;32.7;0.367;16.6;22.4;0.743;9.8;32.0;41.7;24.1;15.3;7.4;4.5;5.6;19.7;19.8;107.2;-3.6;108.8;112.3;-3.5;0.612;1.58;17.7;0.277;0.717;0.493;0.155;0.529;0.561;97.86;6507;0.473
2019-20;Golden State Warriors;65;15;50;0.231;3145.0;38.6;88.2;0.438;10.4;31.3;0.334;18.7;23.2;0.803;10.0;32.9;42.8;25.6;14.9;8.2;4.6;4.9;20.1;20.1;106.3;-8.7;104.4;113.0;-8.6;0.663;1.72;18.2;0.255;0.722;0.481;0.146;0.497;0.54;101.04;6623;0.462
2019-20;Houston Rockets;72;44;28;0.611;3476.0;40.8;90.4;0.451;15.6;45.3;0.345;20.6;26.1;0.791;9.8;34.5;44.3;21.6;14.7;8.7;5.2;4.9;21.8;21.0;117.8;3.0;112.5;109.8;2.7;0.53;1.47;15.5;0.249;0.713;0.48;0.14;0.537;0.578;104.04;7539;0.494
2019-20;Indiana Pacers;73;45;28;0.616;3524.0;42.1;88.5;0.476;10.2;28.0;0.363;15.0;19.1;0.787;8.7;34.1;42.8;25.9;13.2;7.4;5.2;4.6;19.8;18.8;109.4;2.0;109.5;107.5;1.9;0.614;1.95;18.9;0.243;0.718;0.487;0.132;0.534;0.565;99.41;7299;0.52
2019-20;LA Clippers;72;49;23;0.681;3476.0;41.6;89.2;0.466;12.4;33.5;0.371;20.8;26.3;0.791;10.7;37.0;47.7;23.7;14.6;7.1;4.7;4.7;22.1;22.9;116.3;6.4;113.3;106.9;6.3;0.571;1.63;16.9;0.278;0.737;0.515;0.142;0.535;0.577;102.16;7396;0.532
2019-20;Los Angeles Lakers;71;52;19;0.732;3418.0;42.3;88.3;0.48;11.0;31.6;0.349;17.7;24.3;0.729;10.7;35.1;45.7;25.4;15.2;8.6;6.6;3.7;20.7;21.7;113.4;5.8;111.7;106.1;5.6;0.6;1.67;18.0;0.283;0.737;0.512;0.149;0.542;0.573;101.2;7211;0.539
2019-20;Memphis Grizzlies;73;34;39;0.466;3514.0;42.5;90.9;0.468;10.9;31.5;0.347;16.6;21.8;0.763;10.3;36.2;46.5;26.9;15.2;7.9;5.5;5.3;21.2;20.2;112.6;-1.1;108.7;109.7;-1.0;0.633;1.77;18.7;0.271;0.733;0.506;0.147;0.528;0.561;103.31;7562;0.507
2019-20;Miami Heat;73;44;29;0.603;3549.0;39.5;84.4;0.468;13.4;35.4;0.379;19.7;25.2;0.783;8.5;35.9;44.4;25.9;14.9;7.5;4.5;4.1;20.6;21.7;112.0;2.9;111.9;109.3;2.7;0.657;1.74;18.8;0.257;0.753;0.512;0.149;0.547;0.587;98.7;7306;0.525
2019-20;Milwaukee Bucks;73;56;17;0.767;3519.0;43.3;90.9;0.476;13.8;38.9;0.355;18.3;24.7;0.742;9.5;42.2;51.7;25.9;15.1;7.2;5.9;4.5;19.6;21.7;118.7;10.1;111.9;102.5;9.4;0.598;1.71;18.0;0.241;0.775;0.524;0.142;0.552;0.583;105.51;7739;0.562
2019-20;Minnesota Timberwolves;64;19;45;0.297;3112.0;40.4;91.6;0.441;13.3;39.7;0.336;19.1;25.4;0.753;10.5;34.3;44.8;23.8;15.3;8.7;5.7;5.5;21.4;21.6;113.3;-4.3;107.6;111.6;-4.0;0.59;1.55;16.7;0.264;0.731;0.488;0.146;0.514;0.551;103.94;6736;0.472
2019-20;New Orleans Pelicans;72;30;42;0.417;3486.0;42.6;91.6;0.465;13.6;36.9;0.37;17.1;23.4;0.729;11.1;35.4;46.5;26.8;16.4;7.5;5.0;4.8;21.2;21.1;115.8;-1.3;110.5;111.8;-1.3;0.63;1.64;18.4;0.287;0.729;0.508;0.156;0.539;0.568;103.89;7548;0.495
2019-20;New York Knicks;66;21;45;0.318;3193.0;40.0;89.3;0.447;9.6;28.4;0.337;16.3;23.5;0.694;12.0;34.5;46.5;22.1;14.3;7.6;4.7;5.0;22.2;19.8;105.8;-6.5;105.9;112.4;-6.5;0.552;1.54;16.0;0.3;0.742;0.513;0.143;0.501;0.531;99.11;6594;0.461
2019-20;Oklahoma City Thunder;72;44;28;0.611;3486.0;40.0;85.5;0.468;10.7;30.2;0.355;19.8;24.8;0.796;8.2;34.7;42.9;21.7;13.7;7.6;4.9;4.0;19.3;22.8;110.4;2.0;110.1;108.1;2.1;0.543;1.58;16.3;0.241;0.728;0.492;0.137;0.53;0.573;99.42;7218;0.519
2019-20;Orlando Magic;73;33;40;0.452;3514.0;39.3;88.6;0.444;11.1;32.2;0.343;17.6;22.7;0.774;10.3;34.2;44.5;23.9;12.8;8.2;5.4;4.6;18.3;19.5;107.3;-1.0;107.9;109.2;-1.3;0.608;1.86;17.5;0.267;0.749;0.5;0.129;0.506;0.544;98.99;7255;0.496
2019-20;Philadelphia 76ers;73;43;30;0.589;3519.0;41.1;87.9;0.468;11.6;31.6;0.368;16.9;22.4;0.755;10.5;35.0;45.4;25.8;14.2;8.0;5.3;4.0;20.9;20.5;110.7;2.4;110.7;108.4;2.3;0.628;1.82;18.5;0.281;0.753;0.516;0.142;0.534;0.566;99.59;7304;0.523
2019-20;Phoenix Suns;73;34;39;0.466;3519.0;41.2;88.1;0.468;11.4;31.8;0.358;19.9;23.8;0.834;9.8;33.8;43.5;27.2;14.8;7.7;4.0;5.5;22.0;22.6;113.6;0.2;111.3;110.8;0.5;0.661;1.84;19.2;0.261;0.734;0.498;0.145;0.532;0.576;101.74;7449;0.512
2019-20;Portland Trail Blazers;74;35;39;0.473;3567.0;42.2;91.2;0.463;12.9;34.1;0.377;17.7;22.1;0.804;10.2;35.1;45.3;20.6;12.8;6.3;6.1;4.9;21.7;20.1;115.0;-1.1;113.2;114.3;-1.1;0.488;1.61;15.2;0.266;0.712;0.492;0.126;0.533;0.57;101.17;7519;0.486
2019-20;Sacramento Kings;72;31;41;0.431;3491.0;40.9;88.4;0.462;12.7;34.9;0.364;15.7;20.3;0.77;9.7;32.9;42.6;23.8;14.5;7.7;4.1;4.2;22.2;19.5;110.1;-2.0;109.5;111.4;-1.9;0.582;1.64;17.4;0.258;0.736;0.492;0.144;0.534;0.566;99.6;7239;0.479
2019-20;San Antonio Spurs;71;32;39;0.451;3443.0;42.2;89.4;0.472;10.7;28.5;0.376;19.0;23.4;0.81;9.0;35.6;44.6;24.7;12.6;7.3;5.5;4.3;19.4;20.1;114.1;-1.1;111.7;112.6;-0.9;0.585;1.96;17.9;0.233;0.751;0.495;0.123;0.531;0.572;101.14;7249;0.502
2019-20;Toronto Raptors;72;53;19;0.736;3476.0;40.2;87.9;0.458;13.8;37.0;0.374;18.5;23.2;0.796;9.5;35.9;45.4;25.2;14.8;8.8;5.0;5.5;21.7;20.4;112.8;6.2;110.8;104.7;6.1;0.627;1.7;18.1;0.256;0.721;0.496;0.146;0.536;0.574;101.19;7328;0.53
2019-20;Utah Jazz;72;44;28;0.611;3471.0;40.1;85.1;0.471;13.4;35.2;0.38;17.8;22.8;0.779;9.1;35.8;44.9;22.4;15.1;6.1;4.1;4.6;20.4;20.8;111.3;2.5;111.8;109.3;2.5;0.56;1.48;16.8;0.261;0.746;0.512;0.152;0.549;0.585;99.15;7169;0.513
2019-20;Washington Wizards;72;25;47;0.347;3471.0;41.5;90.9;0.457;12.0;32.6;0.368;19.4;24.6;0.788;10.2;31.9;42.0;25.0;14.2;8.0;4.3;5.0;22.7;22.2;114.4;-4.7;110.2;114.7;-4.5;0.602;1.77;17.6;0.262;0.712;0.478;0.136;0.523;0.562;103.38;7475;0.473
2020-21;Atlanta Hawks;72;41;31;0.569;3481.0;40.8;87.2;0.468;12.4;33.4;0.373;19.7;24.2;0.812;10.6;35.1;45.6;24.1;13.2;7.0;4.8;5.0;19.3;19.8;113.7;2.3;114.3;112.1;2.2;0.591;1.82;17.6;0.284;0.742;0.516;0.133;0.539;0.581;98.68;7160;0.511
2020-21;Boston Celtics;72;36;36;0.5;3476.0;41.5;88.9;0.466;13.6;36.4;0.374;16.1;20.8;0.775;10.6;33.6;44.3;23.5;14.1;7.7;5.3;4.6;20.4;19.3;112.6;1.5;113.1;111.8;1.2;0.566;1.67;17.1;0.289;0.737;0.51;0.141;0.543;0.574;98.94;7172;0.501
