SEASON;TEAM_NAME;GP;W;L;W_PCT;MIN;FGM;FGA;FG_PCT;FG3M;FG3A;FG3_PCT;FTM;FTA;FT_PCT;OREB;DREB;REB;AST;TOV;STL;BLK;BLKA;PF;PFD;PTS;PLUS_MINUS;OFF_RATING;DEF_RATING;NET_RATING;AST_PCT;AST_TO;AST_RATIO;OREB_PCT;DREB_PCT;REB_PCT;TM_TOV_PCT;EFG_PCT;TS_PCT;PACE;POSS;PIE
2020-21;Brooklyn Nets;72;48;24;0.667;3481.0;43.1;87.3;0.494;14.2;36.1;0.392;18.1;22.5;0.804;8.9;35.5;44.4;26.8;13.5;6.7;5.3;4.6;19.0;18.9;118.6;4.5;117.3;113.1;4.2;0.621;1.98;19.3;0.252;0.726;0.503;0.134;0.575;0.61;100.27;7280;0.532
2020-21;Charlotte Hornets;72;33;39;0.458;3471.0;39.9;87.8;0.455;13.7;37.0;0.369;15.9;20.9;0.761;10.6;33.2;43.8;26.8;14.8;7.8;4.8;4.8;18.0;18.6;109.5;-1.9;110.1;112.0;-1.9;0.672;1.81;19.2;0.276;0.722;0.496;0.149;0.532;0.564;99.0;7159;0.489
2020-21;Chicago Bulls;72;31;41;0.431;3476.0;42.2;88.6;0.476;12.6;34.0;0.37;13.8;17.5;0.791;9.6;35.3;45.0;26.8;15.1;6.7;4.2;5.1;18.9;17.7;110.7;-0.9;110.4;111.5;-1.1;0.635;1.77;19.2;0.267;0.767;0.519;0.151;0.547;0.575;99.58;7220;0.499
2020-21;Cleveland Cavaliers;72;22;50;0.306;3486.0;38.6;85.8;0.45;10.0;29.7;0.336;16.7;22.4;0.743;10.4;32.3;42.8;23.8;15.5;7.8;4.5;5.9;18.2;20.2;103.8;-8.4;105.2;113.5;-8.3;0.618;1.54;17.5;0.28;0.729;0.499;0.157;0.508;0.543;97.96;7107;0.46
2020-21;Dallas Mavericks;72;42;30;0.583;3461.0;41.1;87.3;0.47;13.8;38.1;0.362;16.5;21.2;0.778;9.1;34.2;43.3;22.9;12.1;6.3;4.3;3.7;19.4;20.1;112.4;2.3;114.6;112.3;2.3;0.557;1.9;17.2;0.253;0.734;0.496;0.123;0.55;0.582;97.94;7062;0.51
2020-21;Denver Nuggets;72;47;25;0.653;3496.0;43.3;89.2;0.485;12.9;34.2;0.377;15.7;19.5;0.803;10.5;33.9;44.4;26.8;13.5;8.1;4.5;4.5;19.1;19.2;115.1;4.9;116.3;111.5;4.8;0.621;1.99;19.3;0.292;0.751;0.522;0.136;0.557;0.588;97.74;7123;0.525
2020-21;Detroit Pistons;72;20;52;0.278;3486.0;38.7;85.6;0.452;11.6;32.9;0.351;17.8;23.4;0.759;9.6;33.1;42.7;24.2;14.9;7.4;5.2;5.8;20.5;20.4;106.6;-4.5;107.6;112.2;-4.5;0.626;1.62;17.8;0.267;0.725;0.493;0.151;0.519;0.556;98.19;7132;0.473
2020-21;Golden State Warriors;72;39;33;0.542;3461.0;41.3;88.2;0.468;14.6;38.7;0.376;16.6;21.1;0.785;8.0;35.1;43.0;27.7;15.0;8.2;4.8;4.3;21.2;19.5;113.7;1.1;110.5;109.4;1.1;0.67;1.84;19.6;0.222;0.727;0.48;0.146;0.551;0.583;102.81;7412;0.51
2020-21;Houston Rockets;72;17;55;0.236;3461.0;39.3;88.5;0.444;13.8;40.6;0.339;16.5;22.3;0.74;9.3;33.3;42.6;23.6;14.7;7.6;5.0;5.3;19.5;19.3;108.8;-7.9;107.0;114.4;-7.4;0.601;1.6;17.2;0.24;0.723;0.474;0.145;0.521;0.553;101.69;7320;0.451
2020-21;Indiana Pacers;72;34;38;0.472;3491.0;43.3;91.2;0.474;12.3;34.0;0.364;16.4;20.7;0.792;9.0;33.7;42.7;27.4;13.5;8.5;6.4;5.3;20.2;18.1;115.3;0.0;111.9;111.9;0.1;0.633;2.02;19.2;0.247;0.701;0.476;0.131;0.542;0.575;102.05;7419;0.502
2020-21;LA Clippers;72;47;25;0.653;3456.0;41.8;86.7;0.482;14.3;34.7;0.411;16.2;19.3;0.839;9.4;34.7;44.2;24.4;13.2;7.1;4.1;4.2;19.2;18.1;114.0;6.2;116.7;110.6;6.1;0.584;1.85;18.1;0.27;0.754;0.518;0.135;0.564;0.599;97.63;7036;0.53
2020-21;Los Angeles Lakers;72;42;30;0.583;3491.0;40.6;86.1;0.472;11.1;31.2;0.354;17.2;23.3;0.739;9.7;34.6;44.2;24.7;15.2;7.8;5.4;4.5;19.1;21.3;109.5;2.8;109.8;106.8;2.9;0.607;1.62;18.0;0.269;0.748;0.511;0.152;0.536;0.569;98.85;7184;0.517
2020-21;Memphis Grizzlies;72;38;34;0.528;3481.0;42.8;91.8;0.467;11.2;31.4;0.356;16.4;21.3;0.771;11.2;35.3;46.5;26.9;13.3;9.1;5.1;5.2;18.7;18.3;113.3;1.0;111.7;110.5;1.2;0.628;2.03;18.9;0.285;0.736;0.507;0.131;0.528;0.56;100.77;7302;0.511
2020-21;Miami Heat;72;40;32;0.556;3476.0;39.2;83.7;0.468;12.9;36.2;0.358;16.7;21.1;0.79;8.0;33.5;41.5;26.3;14.1;7.9;4.0;4.0;18.9;19.6;108.1;0.0;110.6;110.7;-0.1;0.671;1.87;19.5;0.24;0.733;0.491;0.144;0.546;0.581;97.09;7036;0.509
2020-21;Milwaukee Bucks;72;46;26;0.639;3466.0;44.7;91.8;0.487;14.4;37.1;0.389;16.2;21.4;0.76;10.3;37.8;48.1;25.5;13.8;8.1;4.6;4.8;17.3;18.3;120.1;5.9;116.5;110.7;5.8;0.569;1.84;18.0;0.269;0.755;0.519;0.134;0.566;0.593;102.85;7423;0.533
2020-21;Minnesota Timberwolves;72;23;49;0.319;3481.0;40.7;90.9;0.448;13.1;37.6;0.349;17.6;23.1;0.761;10.5;33.0;43.5;25.6;14.3;8.8;5.5;5.5;20.9;19.9;112.1;-5.6;109.3;114.5;-5.3;0.63;1.8;18.0;0.271;0.717;0.484;0.139;0.52;0.555;101.96;7389;0.469
2020-21;New Orleans Pelicans;72;31;41;0.431;3486.0;42.5;89.1;0.477;10.6;30.4;0.348;19.0;26.1;0.729;11.7;35.7;47.4;26.0;14.6;7.6;4.4;5.9;18.0;21.3;114.6;-0.3;113.0;113.3;-0.3;0.612;1.78;18.3;0.302;0.755;0.527;0.144;0.537;0.57;100.54;7303;0.508
2020-21;New York Knicks;72;41;31;0.569;3486.0;39.4;86.5;0.456;11.8;30.0;0.392;16.4;20.9;0.784;9.7;35.5;45.1;21.4;12.9;7.0;5.1;5.4;20.5;17.9;107.0;2.3;110.2;107.8;2.4;0.543;1.65;16.3;0.264;0.738;0.505;0.133;0.524;0.559;96.32;6994;0.502
2020-21;Oklahoma City Thunder;72;22;50;0.306;3471.0;38.8;88.0;0.441;11.9;35.1;0.339;15.5;21.3;0.725;9.9;35.7;45.6;22.1;16.1;7.0;4.4;5.3;18.1;18.6;105.0;-10.6;102.8;113.4;-10.6;0.568;1.37;16.1;0.254;0.742;0.494;0.158;0.509;0.539;101.61;7353;0.442
2020-21;Orlando Magic;72;21;51;0.292;3466.0;38.3;89.2;0.429;10.9;31.8;0.343;16.6;21.4;0.775;10.4;35.1;45.4;21.8;12.8;6.9;4.4;5.3;17.2;18.6;104.0;-9.3;104.6;113.9;-9.3;0.57;1.7;16.3;0.252;0.744;0.488;0.129;0.49;0.527;99.17;7158;0.45
2020-21;Philadelphia 76ers;72;49;23;0.681;3486.0;41.4;86.9;0.476;11.3;30.1;0.374;19.6;25.5;0.767;10.0;35.0;45.1;23.7;14.4;9.1;6.2;4.7;20.2;21.0;113.6;5.6;112.5;107.0;5.5;0.572;1.64;17.2;0.277;0.737;0.511;0.143;0.541;0.579;100.12;7272;0.536
2020-21;Phoenix Suns;72;51;21;0.708;3496.0;43.3;88.3;0.49;13.1;34.6;0.378;15.6;18.7;0.834;8.8;34.2;42.9;26.9;12.5;7.2;4.3;3.6;19.1;18.0;115.3;5.8;116.3;110.4;5.9;0.622;2.15;19.6;0.248;0.741;0.5;0.126;0.564;0.597;98.0;7137;0.534
2020-21;Portland Trail Blazers;72;42;30;0.583;3461.0;41.3;91.1;0.453;15.7;40.8;0.385;17.8;21.6;0.823;10.6;33.9;44.5;21.3;11.1;6.9;5.0;4.6;18.9;19.1;116.1;1.8;117.1;115.3;1.8;0.515;1.92;15.9;0.273;0.731;0.495;0.112;0.54;0.577;98.97;7137;0.493
2020-21;Sacramento Kings;72;31;41;0.431;3461.0;42.6;88.6;0.481;12.1;33.3;0.364;16.4;22.0;0.745;9.4;32.0;41.4;25.5;13.4;7.5;5.0;4.7;19.4;18.7;113.7;-3.7;112.7;116.5;-3.8;0.599;1.91;18.4;0.253;0.713;0.482;0.133;0.549;0.578;100.71;7266;0.481
2020-21;San Antonio Spurs;72;33;39;0.458;3496.0;41.9;90.5;0.462;9.9;28.4;0.35;17.4;22.0;0.792;9.3;34.6;43.9;24.4;11.4;7.0;5.1;5.1;18.0;18.6;111.1;-1.7;110.5;112.0;-1.5;0.584;2.14;17.9;0.243;0.733;0.485;0.113;0.517;0.554;99.45;7236;0.493
2020-21;Toronto Raptors;72;27;45;0.375;3461.0;39.7;88.7;0.448;14.5;39.3;0.368;17.4;21.3;0.815;9.4;32.1;41.6;24.1;13.2;8.6;5.4;5.6;21.2;19.5;111.3;-0.5;111.6;112.0;-0.4;0.607;1.82;17.7;0.256;0.716;0.479;0.133;0.529;0.567;99.57;7177;0.486
2020-21;Utah Jazz;72;52;20;0.722;3471.0;41.3;88.1;0.468;16.7;43.0;0.389;17.2;21.5;0.799;10.6;37.6;48.3;23.7;14.2;6.6;5.2;3.9;18.5;19.0;116.4;9.3;116.5;107.5;9.0;0.573;1.66;17.3;0.284;0.757;0.529;0.142;0.563;0.597;99.37;7193;0.542
2020-21;Washington Wizards;72;34;38;0.472;3481.0;43.2;90.9;0.475;10.2;29.0;0.351;20.1;26.2;0.769;9.7;35.5;45.2;25.5;14.4;7.3;4.1;4.8;21.6;22.0;116.6;-1.8;110.7;112.3;-1.6;0.59;1.77;17.8;0.25;0.736;0.494;0.137;0.531;0.569;104.67;7585;0.496
